Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
2-Jan-24,EGAD,Eaagads Ltd,10.35,14.5,12.8,12.8,12.8,13.95,-1.15,-8.24%,100,-
2-Jan-24,KUKZ,Kakuzi Plc,342,440,385,385,385,385,-,-,-,-
2-Jan-24,KAPC,Kapchorua Tea Kenya Plc,207,280,215,215,215,215,-,-,-,-
2-Jan-24,LIMT,Limuru Tea Plc,365,380,380,380,380,380,-,-,-,-
2-Jan-24,SASN,Sasini Plc,15.1,22,20,20,20,20,-,-,"3,300.00",-
2-Jan-24,WTK,Williamson Tea Kenya Plc,193.5,290,228,228,228,208,20,9.62%,100,-
2-Jan-24,CGEN,Car and General (K) Ltd,17.95,31.8,25,25,25,25,-,-,-,-
2-Jan-24,ABSA,ABSA Bank Kenya Plc,10.55,16.7,11.45,11.75,11.55,11.45,0.1,0.87%,"9,900.00",-
2-Jan-24,BKG,BK Group Plc,30,37,33.5,35.8,35.5,35.8,-0.3,-0.84%,"5,600.00",-
2-Jan-24,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,11.1,11.4,11.35,11.4,-0.05,-0.44%,"148,300.00",-
2-Jan-24,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,44.6,45.05,44.75,45.05,-0.3,-0.67%,"1,100.00",-
2-Jan-24,EQTY,Equity Group Holdings Plc,33.6,51,33.8,37,34.2,33.65,0.55,1.63%,"26,100.00",-
2-Jan-24,HFCK,HF Group Ltd,3.02,4.9,3.45,3.45,3.45,3.48,-0.03,-0.86%,100,-
2-Jan-24,IMH,I & M Holdings Plc,17,35,17.2,17.5,17.45,17.5,-0.05,-0.29%,"20,800.00",-
2-Jan-24,KCB,KCB Group Plc,15.75,40,21.8,22,21.95,21.9,0.05,0.23%,"54,700.00",-
2-Jan-24,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
2-Jan-24,NCBA,NCBA Group Plc,34.05,47,38.1,38.95,38.85,38.95,-0.1,-0.26%,"2,200.00",-
2-Jan-24,SBIC,Stanbic Holdings Plc,100,134,102,109,106,108.75,-2.75,-2.53%,900,-
2-Jan-24,SCBK,Standard Chartered Bank Kenya Ltd,148,236,160.25,164,160.25,162,-1.75,-1.08%,"20,400.00",-
2-Jan-24,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
2-Jan-24,EVRD,Eveready East Africa Ltd,0.97,1.65,1.18,1.18,1.18,1.08,0.1,9.26%,200,-
2-Jan-24,XPRS,Express Kenya Plc,2.74,3.99,3.7,3.7,3.7,3.7,-,-,-,-
2-Jan-24,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
2-Jan-24,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
2-Jan-24,LKL,Longhorn Publishers Plc,2.02,2.65,2.41,2.41,2.41,2.41,-,-,-,-
2-Jan-24,NBV,Nairobi Business Ventures Ltd,1.85,2.9,2.46,2.5,2.46,2.7,-0.24,-8.89%,"1,800.00",-
2-Jan-24,NMG,Nation Media Group Plc,14,22.4,20.25,20.5,20.4,20.05,0.35,1.75%,300,-
2-Jan-24,SMER,Sameer Africa Plc,1.87,2.75,2.27,2.27,2.27,2.27,-,-,-,-
2-Jan-24,SGL,Standard Group Plc,4.86,9,7.74,7.74,7.74,7.74,-,-,-,-
2-Jan-24,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,14.85,16.5,16.25,16.45,-0.2,-1.22%,700,-
2-Jan-24,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.18,0.18,0.18,0.17,0.01,5.88%,700,-
2-Jan-24,SCAN,WPP ScanGroup Plc,1.86,2.94,2.18,2.18,2.18,2.18,-,-,300,-
2-Jan-24,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
2-Jan-24,BAMB,Bamburi Cement Ltd,22.5,84,35.95,36,36,35.85,0.15,0.42%,"9,000.00",-
2-Jan-24,CRWN,Crown Paints Kenya Plc,29,40.05,35.65,35.65,35.65,35.65,-,-,-,-
2-Jan-24,CABL,East African Cables Plc,0.79,1.11,0.97,0.98,0.98,0.97,0.01,1.03%,200,-
2-Jan-24,PORT,East African Portland Cement Ltd,4.38,55.75,8,8,8,8,-,-,-,-
2-Jan-24,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,1.99,2.07,2,2.01,-0.01,-0.50%,"271,800.00",-
2-Jan-24,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
2-Jan-24,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
2-Jan-24,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.38,1.45,1.4,1.42,-0.02,-1.41%,"24,700.00",-
2-Jan-24,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,18,18,18,18,-,-,"4,900.00",-
2-Jan-24,UMME,Umeme Ltd,13,17.9,15.35,16,15.55,16,-0.45,-2.81%,"2,700.00",-
2-Jan-24,BRIT,Britam Holdings Plc,4.25,6.5,4.6,5.2,5.14,4.79,0.35,7.31%,"11,400.00",-
2-Jan-24,CIC,CIC Insurance Group Ltd,1.93,2.5,2.25,2.29,2.29,2.24,0.05,2.23%,"6,200.00",-
2-Jan-24,JUB,Jubilee Holdings Ltd,150,202,185,185,185,185,-,-,600,-
2-Jan-24,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.8,1.89,1.85,1.88,-0.03,-1.60%,"6,500.00",-
2-Jan-24,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,3.68,4.04,3.86,3.69,0.17,4.61%,400,-
2-Jan-24,SLAM,Sanlam Kenya Plc,5.5,7.7,6,6,6,6,-,-,"4,300.00",-
2-Jan-24,CTUM,Centum Investment Company Plc,7.62,10.4,8.1,8.56,8.4,8.4,-,-,"27,000.00",-
